text,keywords,author
"Есть игра: осторожно войти,
Чтоб вниманье людей усыпить;
И глазами добычу найти;
И за ней незаметно следить.
","['следить', 'незаметно', 'войти', 'добыча', 'игра']",Блок
"Как бы ни был нечуток и груб
Человек, за которым следят, —
Он почувствует пристальный взгляд
Хоть в углах еле дрогнувших губ.
","['губа', 'пристальный', 'грубый', 'нечуткий', 'угол']",Блок
"А другой – точно сразу поймет:
Вздрогнут плечи, рука у него;
Обернется – и нет ничего;
Между тем – беспокойство растет.
","['беспокойство', 'вздрогнуть', 'сразу', 'обернуться', 'рука']",Блок
"Тем и страшен невидимый взгляд,
Что его невозможно поймать;
Чуешь ты, но не можешь понять,
Чьи глаза за тобою следят.
","['невозможно', 'страшный', 'глаз', 'следить', 'чей']",Блок
"Не корысть, не влюбленность, не месть;
Так – игра, как игра у детей;
И в собрании каждом людей
Эти тайные сыщики есть.
","['корысть', 'тайный', 'влюблённость', 'каждый', 'ребёнок']",Блок
"Ты и сам иногда не поймешь,
Отчего так бывает порой,
Что собою ты к людям придешь,
А уйдешь от людей – не собой.
","['порой', 'прийти', 'уйти', 'человек', 'отчий']",Блок
"Есть дурной и хороший есть глаз,
Только лучше б ничей не следил:
Слишком много есть в каждом из нас
Неизвестных, играющих сил...
О, тоска!","['дурной', 'тоска', 'неизвестный', 'играть', 'следить']",Блок
"Через тысячу лет
Мы не сможем измерить души:
Мы услышим полет всех планет,
Громовые раскаты в тиши...
А пока – в неизвестном живем
И не ведаем сил мы своих,
И, как дети, играя с огнем,
Обжигаем себя и других...
","['огонь', 'тысяча', 'планета', 'полёт', 'тиша']",Блок
"Натянулись гитарные струны,
Сердце ждет.
Только тронь его голосом юным
Запоет!
И старик перед хором
Уже топнул ногой.
Обожги меня голосом, взором,
Ксюша, пой!
И гортанные звуки
Понеслись,
Словно в серебре смуглые руки
Обвились...
Бред безумья и страсти,
Бред любви...
Невозможное счастье!
На! Лови!
","['петь', 'гитарный', 'сердце', 'старик', 'безумие']",Блок
"Как свершилось, как случилось?
Был я беден, слаб и мал.
Но Величий неких тайна
Мне до времени открылась,
Я Высокое познал.
Недостойный раб, сокровищ
Мне врученных не храня,
Был я царь и страж случайный.
Сонмы лютые чудовищ
Налетели на меня.
Приручил я чарой лестью
Тех, кто первые пришли.
","['лесть', 'сокровище', 'бедный', 'раб', 'царь']",Блок
"Но не счесть нам вражьей силы!
Ощетинившейся местью
Остальные поползли.
И, покинув стражу, к ночи
Я пошел во вражий стан.
Ночь курилась, как кадило.
Ослепительные очи
Повлекли меня в туман.
Падший ангел, был я встречен
В стане их, как юный бог.
Как прекрасный небожитель,
Я царицей был замечен,
Я входил в ее чертог,
В тот чертог, который в пепел
Обратится на земле.
","['пойти', 'ангел', 'куриться', 'царица', 'падший']",Блок
"Но не спал мой грозный Мститель:
Лик Его был гневносветел
В эти ночи на скале.
И рассвет мне в очи глянул,
Наступил мой скудный день.
Только крыл раздался трепет,
Ктото мимо в небо канул,
Как разгневанная тень.
Было долгое томленье.
Думал я: не будет дня.
Бред безумный, страстный лепет,
Клятвы, пени, уверенья
Доносились до меня.
","['гневносвететь', 'долгий', 'небо', 'думать', 'спасть']",Блок
"Но, тоской моей гонима,
Нежить сгинула,– и вдруг
День жестокий, день железный
Вкруг меня неумолимо
Очертил замкнутый круг.
Нет конца и нет начала,
Нет исхода – сталь и сталь.
И пустыней бесполезной
Душу бедную обстала
Прежде милая мне даль.
Не таюсь я перед вами,
Посмотрите на меня:
Я стою среди пожарищ,
Обожженный языками
Преисподнего огня.
","['нежить', 'пожарище', 'сталь', 'круг', 'начало']",Блок
"Как растет тревога к ночи!
Тихо, холодно, темно.
Совесть мучит, жизнь хлопочет.
На луну взглянуть нет мочи
Сквозь морозное окно.
Чтото в мире происходит.
Утром страшно мне раскрыть
Лист газетный.Ктото хочет
Появиться, ктото бродит.
Иль – раздумал, может быть?
Гость бессонный, пол скрипучий?
","['бессонный', 'морозный', 'хлопотать', 'утром', 'луна']",Блок
"Ты – буйный зов рогов призывных,
Влекущий на неверный след,
Ты – серый ветер рек разливных,
Обманчивый болотный свет.
Люблю тебя, как посох – странник,
Как воин – милую в бою,
Тебя провижу, как изгнанник
Провидит родину свою.
Но лик твой мне незрим, неведом,
Твоя непостижима власть:
Ведя меня, как вождь, к победам,
Испепеляешь ты, как страсть.
","['страсть', 'воин', 'изгнанник', 'милый', 'река']",Блок
"Вполоборота ты встала ко мне,
Грудь и рука твоя видится мне.
Мать запрещает тебе подходить,
Мне – искушенье тебя оскорбить!
Нет, опустил я напрасно глаза,
Дышит, преследует, близко – гроза...
Взор мой горит у тебя на щеке,
Трепет бежит по дрожащей руке...
Ширится круг твоего мне огня,
Ты, и не глядя, глядишь на меня!
Пеплом подернутый бурный костер —
Твой не глядящий, скользящий твой взор!
Нет! Не смирит эту черную кровь
Даже – свидание, даже – любовь!
","['дрожать', 'кровь', 'преследовать', 'любовь', 'мать']",Блок
"Я гляжу на тебя. Каждый демон во мне
Притаился, глядит.
Каждый демон в тебе сторожит,
Притаясь в грозовой тишине...
И вздымается жадная грудь...
Этих демонов страшных вспугнуть?
Нет! Глаза отвратить, и не сметь, и не сметь
В эту страшную пропасть глядеть!
","['страшный', 'демон', 'притаиться', 'глядеть', 'грудь']",Блок
"Даже имя твое мне презренно,
Но, когда ты сощуришь глаза,
Слышу, воет поток многопенный,
Из пустыни подходит гроза.
Глаз молчит, золотистый и карий,
Горла тонкие ищут персты...
Подойди. Подползи. Я ударю —
И, как кошка, ощеришься ты...
","['презренный', 'золотистый', 'искать', 'поток', 'молчать']",Блок
"О, нет! Я не хочу, чтоб пали мы с тобой
В объятья страшные. Чтоб долго длились муки,
Когда – ни расплести сцепившиеся руки,
Ни разомкнуть уста – нельзя во тьме ночной!
Я слепнуть не хочу от молньи грозовой,
Ни слушать скрипок вой неистовые звуки!,
Ни испытать прибой неизреченной скуки,
Зарывшись в пепел твой горящей головой!
Как первый человек, божественным сгорая,
Хочу вернуть навек на синий берег рая
Тебя, убив всю ложь и уничтожив яд...
Но ты меня зовешь! Твой ядовитый взгляд
Иной пророчит рай!– Я уступаю, зная,
Что твой змеиный рай – бездонной скуки ад.
","['сгорать', 'неистовый', 'убить', 'скрипка', 'объятие']",Блок
"Вновь у себя... Унижен, зол и рад,
Ночь, день ли там, в окне?
Вон месяц, как паяц, над кровлями громад
Гримасу корчит мне...
Дневное солнце – прочь, раскаяние – прочь!
Кто смеет мне помочь?
В опустошенный мозг ворвется только ночь
Ворвется только ночь!
В пустую грудь один, один проникнет взгляд,
Вопьется жадный взгляд...
Всё отойдет навек, настанет никогда,
Когда ты крикнешь: Да!
","['опустошить', 'навек', 'мозг', 'окно', 'солнце']",Блок
"Испугом схвачена, влекома
В водоворот...
Как эта комната знакома!
И всё навек пройдет?
И, в ужасе, несвязно шепчет...
И, скрыв лицо,
Пугливых рук свивает крепче
Певучее кольцо...
...И утра первый луч звенящий
Сквозь желтых штор...
И чертит бог на теле спящей
Свой световой узор.
","['певучий', 'спать', 'навек', 'ужас', 'комната']",Блок
"Ночь – как века, и томный трепет,
И страстный бред,
Уст о блаженностранном лепет,
В окне – старинный, слабый свет.
Несбыточные уверенья,
Нет, не слова —
То, что теряет всё значенье,
Забрезжит бледный день едва...
Тогда – во взгляде глаз усталом
Твоя в нем ложь!
Тогда мой рот извивом алым
На твой таинственно похож!
","['усталый', 'блаженнострать', 'таинственно', 'рот', 'окно']",Блок
"Я ее победил, наконец!
Я завлек ее в мой дворец!
Три свечи в бесконечной дали.
Мы в тяжелых коврах, в пыли.
И под смуглым огнем трех свеч
Смуглый бархат открытых плеч,
Буря спутанных кос, тусклый глаз,
На кольце – померкший алмаз,
И обугленный рот в крови
Еще просит пыток любви...
А в провале глухих окон
Смутный шелест многих знамен,
Звон и трубы, и конский топ,
И качается тяжкий гроб.
","['шелест', 'любовь', 'кровь', 'дворец', 'окно']",Блок
"Близок вой похоронных труб,
Смутен вздох охладевших губ:
– Мой красавец, позор мой, бич....
Ночь бросает свой мглистый клич,
Гаснут свечи, глаза, слова...
– Ты мертва наконец, мертва!
","['похоронный', 'клич', 'красавец', 'бросать', 'свеча']",Блок
"Знаю, выпил я кровь твою...
Я кладу тебя в гроб и пою, —
Мглистой ночью о нежной весне
Будет петь твоя кровь во мне!
","['кровь', 'выпить', 'гроб', 'петь', 'весна']",Блок
"Над лучшим созданием божьим
Изведал я силу презренья.
Я палкой ударил ее.
Поспешно оделась. Уходит.
Ушла. Оглянулась пугливо
На сизые окна мои.
И нет ее. В сизые окна
Вливается вечер ненастный,
А дальше, за мраком ненастья,
Горит заревая кайма.
Далекие, влажные долы
И близкое, бурное счастье!
Один я стою и внимаю
Тому, что мне скрипки поют.
Поют они дикие песни
О том, что свободным я стал!
О том, что на лучшую долю
Я низкую страсть променял!
","['петь', 'ненастный', 'гореть', 'одеться', 'окно']",Блок
"О, я хочу безумно жить:
Всё сущее – увековечить,
Безличное – вочеловечить,
Несбывшееся – воплотить!
Пусть душит жизни сон тяжелый,
Пусть задыхаюсь в этом сне, —
Быть может, юноша веселый
В грядущем скажет обо мне:
Простим угрюмство – разве это
Сокрытый двигатель его?
Он весь – дитя добра и света,
Он весь – свободы торжество!
","['задыхаться', 'хотеть', 'юноша', 'жизнь', 'двигатель']",Блок
"Я – Гамлет. Холодеет кровь,
Когда плетет коварство сети,
И в сердце – первая любовь
Жива – к единственной на свете.
Тебя, Офелию мою,
Увел далёко жизни холод,
И гибну, принц, в родном краю,
Клинком отравленным заколот.
","['кровь', 'гибнуть', 'принц', 'холодеть', 'родный']",Блок
"В нашей бухте сонной
Спала зеленая вода,
Когда кильватерной колонной
Вошли военные суда.
","['спасть', 'зелёный', 'военный', 'колонна', 'суд']",Блок
"И вопросы
Нас волновали битый час,
И загорелые матросы
Ходили важно мимо нас.
","['волновать', 'загорелый', 'матрос', 'ходить', 'час']",Блок
"И вновь обычным стало море,
Маяк уныло замигал,
Когда на низком семафоре
Последний отдали сигнал...
Как мало в этой жизни надо
Нам, детям,– и тебе и мне.
","['уныло', 'отдать', 'море', 'семафор', 'ребёнок']",Блок
"Случайно на ноже карманном
Найди пылинку дальних стран —
И мир опять предстанет странным,
Закутанным в цветной туман!
","['пылинка', 'дальний', 'нож', 'мир', 'карманный']",Блок
"Весь день – как день: трудов исполнен малых
И мелочных забот.
Их вереница мимо глаз усталых
Ненужно проплывет.
Волнуешься,– а в глубине покорный:
Не выгорит – и пусть.
На дне твоей души, безрадостной и черной,
Безверие и грусть.
И к вечеру отхлынет вереница
Твоих дневных забот.
Когда ж в морозный мрак засмотрится столица
И полночь пропоет, —
И рад бы ты уснуть, но – страшная минута!
","['усталый', 'выгореть', 'полночь', 'проплыть', 'столица']",Блок
"И тихая тоска сожмет так нежно горло:
Ни охнуть, ни вздохнуть,
Как будто ночь на всё проклятие простерла,
Сам дьявол сел на грудь!
","['охнуть', 'дьявол', 'тихий', 'ночь', 'всё']",Блок
"Ты вскочишь и бежишь на улицы глухие,
Но некому помочь:
Куда ни повернись – глядит в глаза пустые
И провожает – ночь.
","['ночь', 'бежать', 'глухой', 'улица', 'повернуться']",Блок
"Там ветер над тобой на сквозняках простонет
До бледного утра;
Городовой, чтоб не заснуть, отгонит
Бродягу от костра...
И, наконец, придет желанная усталость,
И станет всё равно...
Что?","['усталость', 'ветер', 'бродяга', 'утро', 'желанный']",Блок
"Поглядите, вот бессильный,
Не умевший жизнь спасти,
И она, как дух могильный,
Тяжко дремлет взаперти.
В голубом морозном своде
Так приплюснут диск больной,
Заплевавший всё в природе
Нестерпимой желтизной.
Уходи и ты. Довольно
Ты терпел, несчастный друг,
От его тоски невольной,
От его невольных мук.
То, что было, миновалось,
Ваш удел на все похож:
Сердце к правде порывалось,
Но его сломила ложь.
","['сломить', 'дремать', 'морозный', 'голубой', 'природа']",Блок
"Всё свершилось по писаньям:
Остудился юный пыл,
И конец очарованьям
Постепенно наступил.
Был в чаду, не чуя чада,
Утешался мукой ада,
Перечислил все слова,
Но – болела голова...
Долго, жалобно болела,
Тело тихо холодело,
Пробудился: тридцать лет.
Хватьпохвать,– а сердца нет.
Сердце – крашеный мертвец.
И, когда настал конец,
Он нашел весьма банальной
Смерть души своей печальной.
","['остудиться', 'мертвец', 'сердце', 'писание', 'пробудиться']",Блок
"Когда невзначай в воскресенье
Он душу свою потерял,
В сыскное не шел отделенье,
Свидетелей он не искал.
А было их, впрочем, не мало:
Дворовый щенок голосил,
В воротах старуха стояла,
И дворник на чай попросил.
Когда же он медленно вышел,
Подняв воротник, из ворот,
Таращил сочувственно с крыши
Глазищи обмызганный кот.
Ты думаешь, тоже свидетель?
Так он и ответит тебе!
В такой же гульбе
Его добродетель!
","['обмызгать', 'старуха', 'дворник', 'чай', 'кот']",Блок
"Пристал ко мне нищий дурак,
Идет по пятам, как знакомый.
«Где деньги твои?» – «Снес в кабак».–
«Где сердце?» – «Закинуто в омут».
«Чего ж тебе надо?» – «Того,
Чтоб стал ты, как я, откровенен,
Как я, в униженьи, смиренен,
А больше, мой друг, ничего». —
«Что лезешь ты в сердце чужое?
Ступай, проходи, сторонись!» —
«Ты думаешь, милый, нас двое?
Напрасно: смотри, оглянись...»
И правда ну, задал задачу!,
Гляжу – близ меня никого...
В карман посмотрел – ничего...
Взглянул в свое сердце... и плачу.
","['дурак', 'сердце', 'лезть', 'двое', 'думать']",Блок
"День проходил, как всегда:
В сумасшествии тихом.
Все говорили кругом
О болезнях, врачах и лекарствах.
О службе рассказывал друг,
Другой – о Христе,
О газете – четвертый.
Два стихотворца поклонники Пушкина
Книжки прислали
С множеством рифм и размеров.
Курсистка прислала
Рукопись с тучей эпиграфов
Из Надсона и символистов.
","['стихотворец', 'врач', 'курсистка', 'пушкин', 'четвёртый']",Блок
"После – под звон телефона —
Посыльный конверт подавал,
Надушенный чужими духами.
Розы поставьте на стол –
Написано было в записке,
И приходилось их ставить на стол...
После – собрат по перу,
До глаз в бороде утонувший,
О причитаньях у южных хорватов
Рассказывал долго.
Критик, громя футуризм,
Символизмом шпынял,
Заключив реализмом.
","['шпынять', 'написать', 'роза', 'телефон', 'стол']",Блок
"В кинематографе вечером
Знатный барон целовался под пальмой
С барышней низкого званья,
Ее до себя возвышая...
Всё было в отменном порядке.
Он с вечера крепко уснул
И проснулся в другой стране.
Ни холод утра,
Ни слово друга,
Ни дамские розы,
Ни манифест футуриста,
Ни стихи пушкиньянца,
Ни лай собачий,
Ни грохот тележный —
Ничто, ничто
В мир возвратить не могло...
И что поделаешь, право,
Если отменный порядок
Милого дольнего мира
В сны иногда погрузит,
И в снах этих многое снится...
И не всегда в них такой,
Как в мире, отменный порядок...
Нет, очнешься порой,
Взволнован, встревожен
Воспоминанием смутным,
Предчувствием тайным...
Буйно забьются в мозгу
Слишком светлые мысли...
И, укрощая их буйство,
Словно пугаясь чегото,– не лучше ль,
Думаешь ты, чтоб и новый
День проходил, как всегда:
В сумасшествии тихом?
","['сон', 'барон', 'целоваться', 'собачий', 'новый']",Блок
"Греши, пока тебя волнуют
Твои невинные грехи,
Пока красавицу колдуют
Твои греховные стихи.
","['грешить', 'красавица', 'невинный', 'волновать', 'пока']",Блок
"На утешенье, на забаву
Пей искрометное вино,
Пока вино тебе по нраву,
Пока не тягостно оно.
","['вино', 'пить', 'утешение', 'забава', 'тягостный']",Блок
"Сверкнут ли дерзостные очи —
Ты их сверканий не отринь,
Грехам, вину и страстной ночи
Шепча заветное «аминь».
","['заветный', 'грех', 'вина', 'отринуть', 'ночь']",Блок
"Ведь всё равно – очарованье
Пройдет, и в сумасшедший час
Ты, в исступленном покаяньи,
Проклясть замыслишь бедных, нас.
","['исступлённый', 'бедный', 'покаяние', 'пройти', 'час']",Блок
"И станешь падать – но толпою
Мы все, как ангелы, чисты,
Тебя подхватим, чтоб пятою
О камень не преткнулся ты...
","['ангел', 'падать', 'камень', 'чистый', 'толпа']",Блок
"Когда осилила тревога,
И он в тоске обезумел,
Он разучился славить бога
И песни грешные запел.
","['песня', 'обезуметь', 'бог', 'славить', 'разучиться']",Блок
"Но, оторопью обуянный,
Он прозревал, и смутный рой
Былых видений, образ странный
Его преследовал порой.
","['смутный', 'порой', 'обуять', 'видение', 'преследовать']",Блок
"Но он измучился – и ранний
Жар юности простыл – и вот
Тщета святых воспоминаний
Пред ним медлительно встает.
","['измучиться', 'юность', 'воспоминание', 'святой', 'вставать']",Блок
"Он больше ни во что не верит,
Себя лишь хочет обмануть,
А сам – к моей блаженной двери
Отыскивает вяло путь.
","['обмануть', 'верить', 'блаженный', 'отыскивать', 'дверь']",Блок
"Как день, светла, но непонятна,
Вся – явь, но – как обрывок сна,
Она приходит с речью внятной,
И вслед за ней – всегда весна.
","['весна', 'непонятный', 'сон', 'обрывок', 'весь']",Блок
"Но я, не вслушиваясь строго
В ее порывистую речь,
Слежу, как ширится тревога
В сияньи глаз и в дрожи плеч.
","['тревога', 'вслушиваться', 'плечо', 'дрожь', 'сияние']",Блок
"Когда ж дойдут до сердца речи,
И опьянят ее духи,
И я влюблюсь в глаза и в плечи,
Как в вешний ветер, как в стихи, —
Сверкнет холодное запястье,
И, речь прервав, она сама
Уже твердит, что сила страсти —
Ничто пред холодом ума!..
","['сердце', 'опьянить', 'речь', 'холодное', 'прервать']",Блок
"Ну, что же? Устало заломлены слабые руки,
И вечность сама загляделась в погасшие очи,
И муки утихли. А если б и были высокие муки, —
Что нужды?– Я вижу печальное шествие ночи.
Ведь солнце, положенный круг обойдя, закатилось.
Открой мои книги: там сказано всё, что свершится.
Да, был я пророком, пока это сердце молилось, —
Молилось и пело тебя, но ведь ты – не царица.
Царем я не буду: ты власти мечты не делила.
Рабом я не стану: ты власти земли не хотела.
вот новая ноша: пока не откроет могила
Сырые объятья,– тащиться без важного дела...
Но я – человек. И, паденье свое признавая,
Тревогу свою не смирю я: она всё сильнее.
То ревность по дому, тревогою сердце снедая,
Твердит неотступно: Что делаешь, делай скорее.
","['устало', 'петь', 'царь', 'хотеть', 'круг']",Блок
"Как часто плачем – вы и я —
Над жалкой жизнию своей!
О, если б знали вы, друзья,
Холод и мрак грядущих дней!
Теперь ты милой руку жмешь,
Играешь с нею, шутя,
И плачешь ты, заметив ложь,
Или в руке любимой нож,
Дитя, дитя!
Лжи и коварству меры нет,
А смерть – далека.
","['жалкий', 'любимый', 'холод', 'нож', 'играть']",Блок
"Всё будет чернее страшный свет,
И всё безумней вихрь планет
Еще века, века!
И век последний, ужасней всех,
Увидим и вы и я.
Всё небо скроет гнусный грех,
На всех устах застынет смех,
Тоска небытия...
Весны, дитя, ты будешь ждать —
Весна обманет.
Ты будешь солнце на небо звать —
Солнце не встанет.
","['ужасный', 'обмануть', 'смех', 'солнце', 'ждать']",Блок
"И крик, когда ты начнешь кричать,
Как камень, канет...
Будьте ж довольны жизнью своей,
Тише воды, ниже травы!
","['кануть', 'довольный', 'вода', 'камень', 'трава']",Блок
"Как океан меняет цвет,
Когда в нагроможденной туче
Вдруг полыхнет мигнувший свет,–
Так сердце под грозой певучей
Меняет строй, боясь вздохнуть,
И кровь бросается в ланиты,
И слезы счастья душат грудь
Перед явленьем Карменситы.
","['полыхнуть', 'сердце', 'бояться', 'океан', 'кровь']",Блок
"На небе – празелень, и месяца осколок
Омыт, в лазури спит, и ветер, чуть дыша,
Проходит, и весна, и лед последний колок,
И в сонный входит вихрь смятенная душа..
что месяца нежней, что зорь закатных выше?
Знай про себя, молчи, друзьям не говори:
В последнем этаже, там, под высокой крышей,
Окно, горящее не от одной зари...
","['закатный', 'спать', 'гореть', 'месяц', 'друг']",Блок
"Есть демон утра. Дымносветел он,
Золотокудрый и счастливый.
Как небо, синь струящийся хитон,
Весь – перламутра переливы.
Но как ночною тьмой сквозит лазурь,
Так этот лик сквозит порой ужасным,
И золото кудрей – червоннокрасным,
И голос – рокотом забытых бурь.
","['золотокудрый', 'червоннокрасный', 'ночной', 'ужасный', 'утро']",Блок
"Бушует снежная весна.
Я отвожу глаза от книги...
О, страшный час, когда она,
Читая по руке Цуниги,
В глаза Хозе метнула взгляд!
Насмешкой засветились очи,
Блеснул зубов жемчужный ряд,
И я забыл все дни, все ночи,
И сердце захлестнула кровь,
Смывая память об отчизне...
А голос пел: Ценою жизни
Ты мне заплатишь за любовь!
","['петь', 'жемчужный', 'читать', 'страшный', 'смывать']",Блок
"Среди поклонников Кармен,
Спешащих пестрою толпою,
Ее зовущих за собою,
Один, как тень у серых стен
Ночной таверны ЛилласПастья,
Молчит и сумрачно глядит,
Не ждет, не требует участья,
Когда же бубен зазвучит
И глухо зазвенят запястья, —
Он вспоминает дни весны,
Он средь бушующих созвучий
Глядит на стан ее певучий
И видит творческие сны.
","['певучий', 'таверна', 'ждать', 'спешить', 'ночной']",Блок
"Сердитый взор бесцветных глаз.
Их гордый вызов, их презренье.
Всех линий – таянье и пенье.
Так я Вас встретил в первый раз.
В партере – ночь.Нельзя дышать.
Нагрудник черный близко, близко...
И бледное лицо... и прядь
Волос, спадающая низко...
О, не впервые странных встреч
Я испытал немую жуткость!
Но этих нервных рук и плеч
Почти пугающая чуткость...
В движеньях гордой головы
Прямые признаки досады...
Так на людей изза ограды
Угрюмо взглядывают львы.
","['сердитый', 'бесцветный', 'впервые', 'ночь', 'ограда']",Блок
"А там, под круглой лампой, там
Уже замолкла сегидилья,
И злость, и ревность, что не к Вам
Идет влюбленный Эскамильо,
Не Вы возьметесь за тесьму,
Чтобы убавить свет ненужный,
И не блеснет уж ряд жемчужный
Зубов – несчастному тому...
О, не глядеть, молчать – нет мочи,
Сказать – не надо и нельзя...
И Вы уже звездой средь ночи,
Скользящей поступью скользя,
Идете – в поступи истома,
И песня Ваших нежных плеч
Уже до ужаса знакома,
И сердцу суждено беречь,
Как память об иной отчизне, —
Ваш образ, дорогой навек...
А там: Уйдем, уйдем от жизни,
Уйдем от этой грустной жизни!
","['влюбить', 'грустный', 'поступь', 'зуб', 'ночь']",Блок
"Вербы – это весенняя таль,
И чегото нам светлого жаль,
Значит – теплится гдето свеча,
И молитва моя горяча,
И целую тебя я в плеча.
Этот колос ячменный – поля,
И заливистый крик журавля,
Это значит – мне ждать у плетня
До заката горячего дня.
Значит – ты вспоминаешь меня.
Розы – страшен мне цвет этих роз,
Это – рыжая ночь твоих кос?
Это – музыка тайных измен?
Это – сердце в плену у Кармен?
","['роза', 'горячий', 'журавль', 'ждать', 'страшный']",Блок
"Вешний трепет, и лепет, и шелест,
Непробудные, дикие сны,
И твоя одичалая прелесть —
Как гитара, как бубен весны!
","['гитара', 'дикий', 'сон', 'трепет', 'твой']",Блок
"И проходишь ты в думах и грезах,
Как царица блаженных времен,
С головой, утопающей в розах,
Погруженная в сказочный сон.
","['роза', 'царица', 'сон', 'время', 'погрузить']",Блок
"Спишь, змеею склубясь прихотливой,
Спишь в дурмане и видишь во сне
Даль морскую и берег счастливый,
И мечту, недоступную мне.
","['сон', 'змея', 'счастливый', 'склубиться', 'берег']",Блок
"Видишь день беззакатный и жгучий
И любимый, родимый свой край,
Синий, синий, певучий, певучий,
Неподвижноблаженный, как рай.
","['рай', 'синий', 'родимый', 'жгучий', 'неподвижноблаженный']",Блок
"В том раю тишина бездыханна,
Только в куще сплетенных ветвей
Дивный голос твой, низкий и. странный,
Славит бурю цыганских страстей.
","['бездыханный', 'рай', 'голос', 'цыганский', 'буря']",Блок
"Да, в хищной силе рук прекрасных,
В очах, где грусть измен,
Весь бред моих страстей напрасных,
Моих ночей, Кармен!
","['страсть', 'грусть', 'хищный', 'ночь', 'око']",Блок
"Я буду петь тебя, я небу
Твой голос передам!
Как иерей, свершу я требу
За твой огонь – звездам!
Ты встанешь бурною волною
В реке моих стихов,
И я с руки моей не смою,
Кармен, твоих духов...
И в тихий час ночной, как пламя,
Сверкнувшее на миг,
Блеснет мне белыми зубами
Твой неотступный лик.
","['петь', 'огонь', 'иерей', 'смыть', 'ночной']",Блок
"Нет, никогда моей, и ты ничьей не будешь.
Так что так влекло сквозь бездну грустных лет,
Сквозь бездну дней пустых, чье бремя не избудешь.
Вот почему я – твой поклонник и поэт!
Здесь – страшная печать отверженности женской
За прелесть дивную – постичь ее нет сил.
Там – дикий сплав миров, где часть души вселенской
Рыдает, исходя гармонией светил.
Вот – мой восторг, мой страх в тот вечер в темном зале!
Вот, бедная, зачем тревожусь за тебя!
Вот чьи глаза меня так странно провожали,
Еще не угадав, не зная... не любя!
","['грустный', 'поэт', 'дикий', 'поклонник', 'зал']",Блок
"Сама себе закон – летишь, летишь ты мимо,
К созвездиям иным, не ведая орбит,
И этот мир тебе – лишь красный облак дыма,
Где чтото жжет, поет, тревожит и горит!
","['дым', 'лететь', 'орбита', 'петь', 'закон']",Блок
"И в зареве его – твоя безумна младость...
Всё – музыка и свет: нет счастья, нет измен...
Мелодией одной звучат печаль и радость...
Но я люблю тебя: я сам такой, Кармен.
","['измена', 'любить', 'музыка', 'младость', 'печаль']",Блок
"Петербургские сумерки снежные.
Взгляд на улице, розы в дому...
Мысли – точно у девушки нежные,
А о чем – и сама не пойму.
Всё гляжусь в мое зеркало сонное...
Он, должно быть, глядится в окно.
Вон лицо мое – злое, влюбленное!
Ах, как мне надоело оно!
Запевания низкого голоса,
Снежнобелые руки мои,
Мои тонкие рыжие волосы, —
Как давно они стали ничьи!
Муж ушел. Свет такой безобразный..
Всё же кровь розовеет... на свет...
Посмотрюка, он там или нет?
Так и есть... ах, какой неотвязный!
","['запевания', 'надоесть', 'снежный', 'зеркало', 'дом']",Блок
"Боль проходит понемногу,
Не навек она дана.
Есть конец мятежным стонам.
Злую муку и тревогу
Побеждает тишина.
Ты смежил больные вежды,
Ты не ждешь – она вошла.
Вот она – с хрустальным звоном
Преисполнила надежды,
Светлым кругом обвела.
Слышишь ты сквозь боль мучений,
Точно друг твой, старый друг,
Тронул сердце нежной скрипкой?
","['стон', 'сердце', 'надежда', 'больной', 'тишина']",Блок
"Точно легких сновидений
Быстрый рой домчался вдруг?
Это – легкий образ рая,
Это – милая твоя.
Ляг на смертный одр с улыбкой,
Тихо грезить, замыкая
Круг постылый бытия.
Протянуться без желаний,
Улыбнуться навсегда,
Чтоб в последний раз проплыли
Мимо, сонно, как в тумане,
Люди, зданья, города...
Чтобы звуки, чуть тревожа
Легкой музыкой земли,
Прозвучали, потомили
Над последним миром ложа
И в иное увлекли...
Лесть, коварство, слава, злато —
Мимо, мимо, навсегда...
Человеческая тупость —
Всё, что мучило когдато,
Забавляло иногда...
И опять – коварство, слава,
Злато, лесть, всему венец —
Человеческая глупость,
Безысходна, величава,
Бесконечна... Что ж, конец?
","['грезить', 'лёгкий', 'музыка', 'мир', 'злато']",Блок
