,poet_id,content
4890,blok,"Все исполняют прихоти его:
Та лодка узкая, ласкающая гладь,
И тонкоствольный строй сосновой рощи,
И семафор на дальнем берегу,
В нем отразивший свой огонь зеленый —
Как раз на самой розовой воде.
"
4891,blok,"К нему ползет трехглазая змея
Своим единственным стальным путем,
И, прежде свиста, озеро доносит
Ко мне – ее ползучий, хриплый шум.
"
4892,blok,"Я на уступе.Надо мной – могила
Из темного гранита.Подо мной —
Белеющая в сумерках дорожка.
И кто посмотрит снизу на меня,
Тот испугается: такой я неподвижный,
В широкой шляпе, средь ночных могил,
Скрестивший руки, стройный и влюбленный
в мир
Но некому взглянуть.Внизу идут
Влюбленные друг в друга: нет им дела
До озера, которое внизу,
И до меня, который наверху.
"
4893,blok,"А озеру – красавице – ей нужно,
Чтоб я, никем не видимый, запел
Высокий гимн о том, как ясны зори,
Как стройны сосны, как вольна душа.
"
4894,blok,"Прошли все пары.Сумерки синей,
Белей туман.И девичьего платья
Я вижу складки легкие внизу.
Задумчиво прошла она дорожку
И одиноко села на ступеньки
Могилы, не заметивши меня...
Я вижу легкий профиль.Пусть не знает,
Что знаю я, о чем пришла мечтать
Тоскующая девушка... Светлеют
Все окна дальних дач: там – самовары,
И синий дым сигар, и плоский смех...
Она пришла без спутников сюда...
Наверное, наверное прогонит
Затянутого в китель офицера
С вихляющимся задом и ногами,
Завернутыми в трубочки штанов!
"
4895,blok,"Она глядит как будто за туманы,
За озеро, за сосны, за холмы,
Кудато так далёко, так далёко,
Куда и я не в силах заглянуть...
О, нежная!"
4896,blok,"О, тонкая!– И быстро
Ей мысленно приискиваю имя:
Будь Аделиной!Будь Марией!Теклой!
Да, Теклой!..– И задумчиво глядит
В клубящийся туман... Ах, как прогонит!..
А офицер уж близко: белый китель,
Над ним усы и пуговицанос,
И плоский блин, приплюснутый фуражкой.
Он подошел... он жмет ей руку!.. смотрят
Его гляделки в ясные глаза!..
Я даже выдвинулся изза склепа...
И вдруг... протяжно чмокает ее,
Дает ей руку и ведет на дачу!
"
4897,blok,"Я хохочу!Взбегаю вверх.Бросаю
В них шишками, песком, визжу, пляшу
Среди могил – незримый и высокий...
Кричу: «Эй, Фёкла!Фёкла!» – И они
Испуганы, сконфужены, не знают,
Откуда шишки, хохот и песок...
Он ускоряет шаг, не забывая
Вихлять проворно задом, и она,
Прижавшись крепко к кителю, почти
Бегом бежит за ним...
Эй, доброй ночи!
"
4898,blok,"И, выбегая на крутой обрыв,
Я отражаюсь в озере... Мы видим
Друг друга: «Здравствуй!» – я кричу...
И голосом красавицы – леса
Прибрежные ответствуют мне: «Здравствуй!»
Кричу: «Прощай!» – они кричат: «Прощай!»
Лишь озеро молчит, влача туманы,
Но явственно на нем отражены
И я, и все союзники мои:
Ночь белая, и бог, и твердь, и сосны...
И белая задумчивая ночь
Несет меня домой."
4899,blok,"И ветер свищет
В горячее лицо.Вагон летит...
И в комнате моей белеет утро.
Оно на всем: на книгах и столах,
И на постели, и на мягком кресле,
И на письме трагической актрисы:
«Я вся усталая.Я вся больная.
Цветы меня не радуют.Пишите...
Простите и сожгите этот бред...»
И томные слова... И длинный почерк,
Усталый, как ее усталый шлейф...
И томностью пылающие буквы,
Как яркий камень в черных волосах.
"
4900,blok,"Что сделали из берега морского
Гуляющие модницы и франты?
Наставили столов, дымят, жуют,
Пьют лимонад.Потом бредут по пляжу,
Угрюмо хохоча и заражая
Соленый воздух сплетнями.Потом
Погонщики вывозят их в кибитках,
Кокетливо закрытых парусиной,
На мелководье.Там, переменив
Забавные тальеры и мундиры
На легкие купальные костюмы,
И дряблость мускулов и грудей обнажив,
Они, визжа, влезают в воду."
4901,blok,"Руки
Одна заря закинула к другой,
И сестры двух небес прядут один —
То розовый, то голубой туман.
"
4902,blok,"И в море утопающая туча
В предсмертном гневе мечет из очей
То красные, то синие огни.
И с длинного, протянутого в море,
Подгнившего, сереющего мола,
Прочтя все надписи: «Навек с тобой»,
Здесь были Коля с Катей», «Диодор
Иеромонах и послушник Исидор
Здесь были.Дивны божий дела», —
Прочтя все надписи, выходим в море
В пузатой и смешной моторной лодке.
"
4903,blok,"Бензин пыхтит и пахнет.Два крыла
Бегут в воде за нами.Вьется быстрый след
И, обогнув скучающих на пляже,
Рыбачьи лодки, узкий мыс, маяк,
Мы выбегаем многоцветной рябью
 просторную ласкающую соль.
На горизонте, за спиной, далёко
Безмолвным заревом стоит пожар.
Рыбачий Вольный остров распростерт
В воде, как плоская спина морского
Животного.А впереди, вдали —
Огни судов и сноп лучей бродячих
Прожектора таможенного судна.
"
4904,blok,"Косым углом торчат над морем вехи,
Метелками фарватер оградив,
И далеко – от вехи и до вехи —
Рыбачьих шхун маячат паруса...
Над морем – штиль."
4905,blok,"На острогрудой, в полной тишине,
В причудливых сплетениях снастей,
Сидят, скрестивши руки, люди в светлых
Панамах, сдвинутых на строгие черты.
"
4906,blok,"Мы огибаем яхту, как прилично,
И вежливо и тихо говорит
Один из нас: «Хотите на буксир?»
И с важной простотой нам отвечает
Суровый голос: «Нет."
4907,blok,"И, снова обогнув их, мы глядим
С молитвенной и полною душою
На тихо уходящий силуэт
Красавицы под всеми парусами...
На драгоценный камень фероньеры,
Горящий в смуглых сумерках чела.
"
4908,blok,"Я не люблю пустого словаря
Любовных слов и жалких выражений:
«Ты мой», «Твоя», «Люблю», «Навеки твой»,
Я рабства не люблю.Свободным взором
Красивой женщине смотрю в глаза
И говорю: «Сегодня ночь.Но завтра —
Сияющий и новый день.Приди.
Бери меня, торжественная страсть.
А завтра я уйду – и запою».
Моя душа проста.Соленый ветер
Морей и смольный дух сосны
Ее питал."
4909,blok,"И в ней – всё те же знаки,
Что на моем обветренном лице.
И я прекрасен – нищей красотою
Зыбучих дюн и северных морей.
Так думал я, блуждая по границе
Финляндии, вникая в темный говор
Небритых и зеленоглазых финнов.
Стояла тишина.И у платформы
Готовый поезд разводил пары.
И русская таможенная стража
Лениво отдыхала на песчаном
Обрыве, где кончалось полотно.
"
4910,blok,"Там открывалась новая страна —
И русский бесприютный храм глядел
В чужую, незнакомую страну.
Так думал я. И вот она пришла
И встала на откосе.Были рыжи
её глаза от солнца и песка.
И волосы, смолистые как сосны,
В отливах синих падали на плечи.
Пришла.Скрестила свой звериный взгляд
С моим звериным взглядом.Засмеялась
Высоким смехом.Бросила в меня
Пучок травы и золотую горсть
Песку."
4911,blok,"Потом – вскочила
И, прыгая, помчалась под откос...
Я гнал ее далёко.Исцарапал
Лицо о хвои, окровавил руки
И платье изорвал.Кричал и гнал
Ее, как зверя, вновь кричал и звал,
И страстный голос был как звуки рога.
Она же оставляла легкий след
В зыбучих дюнах, и пропала в соснах,
Когда их заплела ночная синь.
И я лежу, от бега задыхаясь,
Один, в песке."
4912,blok,"В пылающих глазах
Еще бежит она – и вся хохочет:
Хохочут волосы, хохочут ноги,
Хохочет платье, вздутое от бега...
Лежу и думаю: «Сегодня ночь
И завтра ночь.Я не уйду отсюда,
Пока не затравлю ее, как зверя,
И голосом, зовущим, как рога,
Не прегражу ей путь.И не скажу:
«Моя!Моя!» – И пусть она мне крикнет:
«Твоя!Твоя!»
"
4913,blok,"Везде – над лесом и над пашней,
И на земле, и на воде —
Такою близкой и вчерашней
Ты мне являешься – везде.
Твой стан под душной летней тучей
Твой стан, закутанный в меха,
Всегда пою – всегда певучий,
Клубясь туманами стиха.
И через годы, через воды,
И на кресте и во хмелю,
Тебя, Дитя моей свободы,
Подруга Светлая, люблю.
"
4914,blok,"В густой траве пропадешь с головой.
В тихий дом войдешь, не стучась...
Обнимет рукой, оплетет косой
И, статная, скажет: «Здравствуй, князь.
Вот здесь у меня – куст белых роз.
Вот здесь вчера – повилика вилась.
Где был, пропадал? что за весть принес?
Кто любит, не любит, кто гонит нас?»
Как бывало, забудешь, что дни идут,
Как бывало, простишь, кто горд и зол.
И смотришь – тучи вдали встают,
И слушаешь песни далеких сел...
Заплачет сердце по чужой стороне,
Запросится в бой – зовет и манит...
Только скажет: «Прощай. Вернись ко мне»
И опять за травой колокольчик звенит..
"
4915,blok,"Когда в листве сырой и ржавой
Рябины заалеет гроздь, —
Когда палач рукой костлявой
Вобьет в ладонь последний гвоздь; —
Когда над рябью рек свинцовой,
В сырой и серой высоте,
Пред ликом родины суровой
Я закачаюсь на кресте, —
Тогда – просторно и далёко
Смотрю сквозь кровь предсмертных слез,
И вижу: по реке широкой
Ко мне плывет в челне Христос.
"
4916,blok,"И вот уже ветром разбиты, убиты
Кусты облетелой ракиты.
И прахом дорожным
Угрюмая старость легла на ланитах.
Но в темных орбитах
Взглянули, сверкнули глаза невозможным
И радость, и слава —
Всё в этом сияньи бездонном,
И дальнем.
Но смятые травы
Печальны,
И листья крутятся в лесу обнаженном.
И снится, и снится, и снится:
Бывалое солнце!
Тебя мне всё жальче и жальче...
О, глупое сердце,
Смеющийся мальчик,
Когда перестанешь ты биться?
"
4917,blok,"Под ветром холодные плечи
Твои обнимать так отрадно:
Ты думаешь – нежная ласка,
Я знаю – восторг мятежа!
"
4918,blok,"И теплятся очи, как свечи
Ночные, и слушаю жадно —
Шевелится страшная сказка,
И звездная дышит межа...
О, в этот сияющий вечер
Ты будешь всё так же прекрасна,
И, верная темному раю,
Ты будешь мне светлой звездой!
"
4919,blok,"Я знаю, что холоден ветер,
Я верю, что осень бесстрастна!
Но в темном плаще не узнают,
Что ты пировала со мной!..
И мчимся в осенние дали,
И слушаем дальние трубы,
И мерим ночные дороги,
Холодные выси мои...
Часы торжества миновали —
Мои опьяненные губы
Целуют в предсмертной тревоге
Холодные губы твои.
"
4920,blok,"Когда я создавал героя,
Кремень дробя, пласты деля,
Какого вечного покоя
Была исполнена земля!
Но в зацветающей лазури
Уже боролись свет и тьма,
Уже металась в синей буре
Одежды яркая кайма...
Щит ослепительно сверкучий
Сиял в разрыве синих туч,
И светлый меч, пронзая тучи,
Разил, как неуклонный луч...
Еще не явлен лик чудесный,
Но я провижу лик – зарю,
И в очи молнии небесной
С чудесным трепетом смотрю!
"
4921,blok,"Всюду ясность божия,
Ясные поля,
Девушки пригожие,
Как сама земля.
Только верить хочешь всё,
Что на склоне лет
Ты, душа, воротишься
В самый ясный свет.
"
4922,blok,"В те ночи светлые, пустые,
Когда в Неву глядят мосты,
Они встречались как чужие,
Забыв, что есть простое ты.
"
4923,blok,"И каждый был красив и молод,
Но, окрыляясь пустотой,
Она таила странный холод
Под одичалой красотой.
"
4924,blok,"И чуждый – чуждой жал он руки
И север сам, спеша помочь
Красивой нежности и скуке,
В день превращал живую ночь.
"
4925,blok,"Так в светлоте ночной пустыни,
В объятья ночи не спеша,
Гляделась в купол бледносиний
Их обреченная душа.
"
4926,blok,"Но сфинкса с выщербленным ликом
Над исполинскою Невой
Она встречала легким вскриком
Под бурей ночи снеговой.
"
4927,blok,"Бывало, вьюга ей осыпет
Звездами плечи, грудь и стан, —
Всё снится ей родной Египет
Сквозь тусклый северный туман.
"
4928,blok,"И город мой железносерый,
Где ветер, дождь, и зыбь, и мгла,
С какойто непонятной верой
Она, как царство, приняла.
"
4929,blok,"Ей стали нравиться громады,
Уснувшие в ночной глуши,
И в окнах тихие лампады
Слились с мечтой ее души.
"
4930,blok,"Она узнала зыбь и дымы,
Огни, и мраки, и дома —
Весь город мой непостижимый —
Непостижимая сама.
"
4931,blok,"Она дарит мне перстень вьюги
За то, что плащ мой полон звезд
За то, что я в стальной кольчуге
И на кольчуге – строгий крест
Она глядит мне прямо в очи,
Хваля неробкого врага.
"
4932,blok,"Но сердце Снежной Девы немо
И никогда не примет меч,
Чтобы ремень стального шлема
Рукою страстною рассечь.
"
4933,blok,"И я, как вождь враждебной рати
Всегда закованный в броню,
Мечту торжественных объятий
В священном трепете храню.
"
4934,blok,"И я провел безумный год
У шлейфа черного.За муки,
За дни терзаний и невзгод
Моих волос касались руки,
Смотрели темные глаза,
Дышала синяя гроза.
И я смотрю.И синим кругом
Мои глаза обведены.
Она зовет печальным другом.
Она рассказывает сны.
И в темный вечер, в долгий вечер
За окнами кружится ветер.
"
4935,blok,"Потом она кончает прясть
И тихо складывает пряжу.
И перешла за третью стражу
Моя нерадостная страсть.
Смотрю.Целую черный волос,
И в сердце льется темный голос.
Так провожу я ночи, дни
У шлейфа девы, в тихой зале.
В камине умерли огни,
В окне быстрее заплясали
Снежинки быстрые – и вот
Она встает."
4936,blok,"Она завязывает туго
Свой черный шелковый платок,
В последний раз ласкает друга,
Бросая ласковый намек,
Идет... Ее движенья быстры,
В очах, тускнея, гаснут искры.
"
4937,blok,"И я прислушиваюсь к стуку
Стеклянной двери вдалеке,
И к замирающему звуку
Углей в потухшем камельке...
Потом – опять бросаюсь к двери,
Бегу за ней... В морозном сквере
Вздыхает по дорожкам ночь.
Она тихонько огибает
За клумбой клумбу; отступает;
То подойдет, то прянет прочь...
И дальний шум почти не слышен,
И город спит, морозно пышен...
Лишь в воздухе морозном – гулко
Звенят шаги."
4938,blok,"Я узнаю
В неверном свете переулка
Мою прекрасную змею:
Она ползет из света в светы,
И вьется шлейф, как хвост кометы
И, настигая, с новым жаром
Шепчу ей нежные слова,
Опять кружится голова...
Далеким озарен пожаром,
Я перед ней, как дикий зверь...
Стучит зевающая дверь, —
И, словно в бездну, в лоно ночи
Вступаем мы... Подъем наш крут...
И бред."
4939,blok,"И мрак.Сияют очи.
На плечи волосы текут
Волной свинца – чернее мрака...
О, ночь мучительного брака!..
Мятеж мгновений.Яркий сон.
Напрасных бешенство объятий, —
И звонкий утренний трезвон:
Толпятся ангельские рати
За плотной завесой окна,
Но с нами ночь – буйна, хмельна...
Да! с нами ночь!И новой властью
Дневная ночь объемлет нас,
Чтобы мучительною страстью
День обессиленный погас, —
И долгие часы над нами
Она звенит и бьет крылами...
И снова вечер...
"
4940,blok,"О, весна без конца и без краю —
Без конца и без краю мечта!
Узнаю тебя, жизнь!Принимаю!
И приветствую звоном щита!
Принимаю тебя, неудача,
И удача, тебе мой привет!
В заколдованной области плача,
В тайне смеха – позорного нет!
Принимаю бессонные споры,
Утро в завесах темных окна,
Чтоб мои воспаленные взоры
Раздражала, пьянила весна!
"
4941,blok,"Принимаю пустынные веси!
И колодцы земных городов!
Осветленный простор поднебесий
И томления рабьих трудов!
И встречаю тебя у порога —
С буйным ветром в змеиных кудрях,
С неразгаданным именем бога
На холодных и сжатых губах...
Перед этой враждующей встречей
Никогда я не брошу щита...
Никогда не откроешь ты плечи...
Но над нами – хмельная мечта!
"
4942,blok,"И смотрю, и вражду измеряю,
Ненавидя, кляня и любя:
За мученья, за гибель – я знаю —
Всё равно: принимаю тебя!
"
4943,blok,"Приявший мир, как звонкий дар,
Как злата горсть, я стал богат.
Смотрю: растет, шумит пожар —
Глаза твои горят.
Как стало жутко и светло!
Весь город – яркий сноп огня.
Река – прозрачное стекло,
И только – нет меня...
Я здесь, в углу. Я там, распят.
Я пригвожден к стене – смотри!
Горят глаза твои, горят,
Как черных две зари!
Я буду здесь. Мы все сгорим:
Весь город мой, река, и я...
Крести крещеньем огневым,
О, милая моя!
"
4944,blok,"Я неверную встретил у входа:
Уронила платок – и одна.
Никого. Только ночь и свобода.
Только жутко стоит тишина.
Говорил ей несвязные речи,
Открывал ей все тайны с людьми,
Никому не поведал о встрече,
Чтоб она прошептала: возьми...
Но она ускользающей птицей
Полетела в ненастье и мрак,
Где взвился огневой багряницей
Засыпающий праздничный флаг.
И у светлого дома, тревожно,
Я остался вдвоем с темнотой.
Невозможное было возможно,
Но возможное – было мечтой.
"
4945,blok,"Ты только невозможным дразнишь,
Немыслимым томишь меня...
И я, как темный раб, не смею
В огне и мраке потонуть.
"
4946,blok,"Я только робкой тенью вею,
Не смея в небо заглянуть...
Как ветер, ты целуешь жадно,
Как осень, шлейфом шелестя,
Храня в темнице безотрадной
Меня, как бедное дитя...
Рабом безумным и покорным
До времени таюсь и жду
Под этим взором, слишком черным,
В моем пылающем бреду...
Лишь утром смею покидать я
Твое высокое крыльцо,
А ночью тонет в складках платья
Мое безумное лицо...
Лишь утром воронам бросаю
Свой хмель, свой сон, свою мечту...
А ночью снова – знаю, знаю
Твою земную красоту!
"
4947,blok,"Пойми же, я спутал, я спутал
Страницы и строки стихов,
Плащом твои плечи окутал,
Остался с тобою без слов...
Пойми, в этом сумраке – магом
Стою над тобою и жду
Под бьющимся праздничным флагом,
На страже, под ветром, в бреду...
И ветер поет и пророчит
Мне в будущем – сон голубой...
Он хочет смеяться, он хочет,
Чтоб ты веселилась со мной!
"
4948,blok,"И розы, осенние розы
Мне снятся на каждом шагу
Сквозь мглу, и огни, и морозы,
На белом, на легком снегу!
"
4949,blok,"О будущем ветер не скажет,
Не скажет осенний цветок,
Что милая тихо развяжет
Свой шелковый, черный платок.
"
4950,blok,"Что только звенящая снится
И душу палящая тень...
Что сердце – летящая птица...
Что в сердце – щемящая лень...
"
4951,blok,"В бесконечной дали корридоров
Не она ли там пляшет вдали?
Не меня ль этой музыкой споров
От нее в этот час отвели?
Ничего вы не скажете, люди,
Не поймете, что темен мой храм.
Трепетанья, вздыхания груди
Воспаленным открыты глазам.
Сердце – легкая птица забвений
В золотой пролетающий час:
То она, в опьяненьи кружений,
Пляской тризну справляет о вас.
"
4952,blok,"Никого ей не надо из скромных,
Ей не ум и не глупость нужны,
И не любит, наверное, темных,
Прислоненных, как я, у стены...
Сердце, взвейся, как легкая птица,
Полети ты, любовь разбуди,
Истоми ты истомой ресницы,
К бледносмуглым плечам припади!
"
4953,blok,"Сердце бьется, как птица томится —
То вдали закружилась она —
В легком танце, летящая птица,
Никому, ничему не верна...
"
4954,blok,"По улицам метель метет,
Свивается, шатается.
Мне ктото руку подает
И ктото улыбается.
Ведет – и вижу: глубина,
Гранитом темным сжатая.
Течет она, поет она,
Зовет она, проклятая.
Я подхожу и отхожу,
И замер в смутном трепете:
Вот только перейду межу —
И буду в струйном лепете.
"
4955,blok,"И шепчет он – не отогнать
И воля уничтожена:
«Пойми: уменьем умирать
Душа облагорожена.
"
4956,blok,"Пойми, пойми, ты одинок,
Как сладки тайны холода...
Взгляни, взгляни в холодный ток,
Где всё навеки молодо...»
Бегу."
4957,blok,"Там воля всех вольнее воль
Не приневолит вольного,
И болей всех больнее боль
Вернет с пути окольного!
"
4958,blok,"Я бледные вижу ланиты,
Я поступь лебяжью ловлю,
Я слушаю говор открытый,
Я тонкое имя люблю!
"
4959,blok,"И новые сны, залетая,
Тревожат в усталом пути...
А всё пелена снеговая
Не может меня занести...
Неситесь, кружитесь, томите,
Снежинки – холодная весть...
Души моей тонкие нити,
Порвитесь, развейтесь, сгорите...
Ты, холод, мой холод, мой зимний,
В душе моей – страстное есть...
Стань, сердце, вздыхающий схимник,
Умрите, умрите, вы, гимны...
Вновь летит, летит, летит,
Звенит, и снег крутит, крутит,
Налетает вихрь
Снежных искр...
Ты виденьем, в пляске нежной,
Посреди подруг
Обошла равниной снежной
Быстротечный
Бесконечный круг...
Слышу говор твой открытый,
Вижу бледные ланиты,
В ясный взор гляжу...
Всё, что не скажу,
Передам одной улыбкой...
Счастье, счастье!"
4960,blok,"С нами ночь!
Ты опять тропою зыбкой
Улетаешь прочь...
Заметая, запевая,
Стан твой гибкий
Вихрем туча снеговая
Обдала,
Отняла...
И опять метель, метель
Вьет, поет, кружит...
Всё – виденья, всё – измены...
В снежном кубке, полном пены,
Хмель
Звенит...
Заверти, замчи,
Сердце, замолчи,
Замети девичий след —
Смерти нет!
"
4961,blok,"Горькой доле —
Много лет...
И вот опять, опять в возвратный
Пустилась пляс...
Метель поет."
4962,blok,"Ты понеслась
Опять по кругу,
Земному другу
Сверкнув на миг...
Какой это танец?"
4963,blok,"Каким это светом
Ты дразнишь и манишь?
В кружении этом
Когда ты устанешь?
Чьи песни?И звуки?
Чего я боюсь?
Щемящие звуки
И – вольная Русь?..
И словно мечтанье, и словно круженье,
Земля убегает, вскрывается твердь,
И словно безумье, и словно мученье,
Забвенье и удаль, смятенье и смерть, —
Ты мчишься!"
4964,blok,"Там с посвистом да с присвистом
Гуляют до зари,
Кусточки тихим шелестом
Кивают мне: смотри.
"
4965,blok,"Смотрю я – руки вскинула,
В широкий пляс пошла,
Цветами всех осыпала
И в песне изошла...
Неверная, лукавая,
Коварная – пляши!
"
4966,blok,"С ума сойду, сойду с ума,
Безумствуя, люблю,
Что вся ты – ночь, и вся ты – тьма,
И вся ты – во хмелю...
Что душу отняла мою,
Отравой извела,
Что о тебе, тебе пою,
И песням нет числа!..
"
4967,blok,"Работай, работай, работай:
Ты будешь с уродским горбом
За долгой и честной работой,
За долгим и честным трудом.
"
4968,blok,"Под праздник – другим будет сладко,
Другой твои песни споет,
С другими лихая солдатка
Пойдет, подбочась, в хоровод.
"
4969,blok,"Что ростом и станом ты вышел
Статнее и краше других,
Что та молодица – повыше
Других молодиц удалых!
"
4970,blok,"В ней сила играющей крови,
Хоть смуглые щеки бледны,
Тонки ее черные брови,
И строгие речи хмельны...
Ах, сладко, как сладко, так сладко
Работать, пока рассветет,
И знать, что лихая солдатка
Ушла за село, в хоровод!
"
4971,blok,"И я опять затих у ног —
У ног давно и тайно милой,
Заносит вьюга на порог
Пожар метели белокрылой...
Но имя тонкое твое
Твердить мне дивно, больно, сладко...
И целовать твой шлейф украдкой,
Когда метель поет, поет...
В хмельной и злой своей темнице
Заночевало, сердце, ты,
И тихие твои ресницы
Смежили снежные цветы.
"
4972,blok,"Как будто, на средине бега,
Я под метелью изнемог,
И предо мной возник из снега
Холодный, неживой цветок...
И с тайной грустью, с грустью нежной,
Как снег спадает с лепестка,
Живое имя Девы Снежной
Еще слетает с языка...
"
4973,blok,"Меня пытали в старой вере.
В кровавый просвет колеса
Гляжу на вас. Что – взяли, звери?
Что встали дыбом волоса?
Глаза уж не глядят – клоками
Кровавой кожи я покрыт.
Но за ослепшими глазами
На вас иное поглядит.
 октября
"
4974,blok,"Я грустным братьям – брат примерный,
И рясу черную несу,
Когда с утра походкой верной
Сметаю с бледных трав росу.
"
4975,blok,"И, подходя ко всем иконам,
Как строгий и смиренный брат,
Творю поклон я за поклоном
И за обрядами обряд.
"
4976,blok,"И кто поймет, и кто узнает,
Что ты сказала мне: молчи...
Что воск души блаженной тает
На яром пламени свечи...
Что никаких молитв не надо,
Когда ты ходишь по реке
За монастырскою оградой
В своем монашеском платке.
"
4977,blok,"Что вот – меня цветистым хмелем
Безумно захлестнула ты,
И потерял я счет неделям
Моей преступной красоты.
"
4978,blok,"Она пришла с заката.
Был плащ ее заколот
Цветком нездешних стран.
Звала меня кудато
В бесцельный зимний холод
И в северный туман.
И был костер в полночи,
И пламя языками
Лизало небеса.
Сияли ярко очи,
И черными змеями
Распуталась коса.
И змеи окрутили
Мой ум и дух высокий
Распяли на кресте.
И в вихре снежной пыли
Я верен черноокой
Змеиной красоте.
"
4979,blok,"Она лежит в гробу стеклянном,
И не мертва и не жива,
А люди шепчут неустанно
О ней бесстыдные слова.
"
4980,blok,"Она раскинулась лениво —
Навек забыть, навек уснуть...
Змея легко, неторопливо
Ей жалит восковую грудь...
Я сам, позорный и продажный,
С кругами синими у глаз,
Пришел взглянуть на профиль важный,
На воск, открытый напоказ...
Тебя рассматривает каждый,
Но, если б гроб твой не был пуст,
Я услыхал бы не однажды
Надменный вздох истлевших уст:
«Кадите мне."
4981,blok,"Цветы рассыпьте.
Я в незапамятных веках
Была царицею в Египте.
Теперь – я воск.Я тлен.Я прах».—
«Царица!Я пленен тобою!
Я был в Египте лишь рабом,
А ныне суждено судьбою
Мне быть поэтом и царем!
Ты видишь ли теперь из гроба,
Что Русь, как Рим, пьяна тобой?
Что я и Цезарь – будем оба
В веках равны перед судьбой?»
Замолк."
4982,blok,"Но грудь колышется едва
И за прозрачной тканью дышит...
И слышу тихие слова:
«Тогда я исторгала грозы.
"
4983,blok,"Стучится тихо. Потом погромче.
Потом смеется.
И смех всё ярче, желанней, звонче,
И сердце бьется.
Я сам не знаю,
О чем томится
Мое жилье?
Не сам впускаю
Такую птицу
В окно свое!
И что мне снится
В моей темнице,
Когда поет
Такая птица?
Прочь из темницы
Куда зовет?
"
4984,blok,"Всю жизнь ждала.Устала ждать.
И улыбнулась.И склонилась.
Волос распущенная прядь
На плечи темные спустилась.
Мир не велик и не богат —
И не глядеть бы взором черным!
Ведь только люди говорят,
Что надо ждать и быть покорным...
А здесь – какаято свирель
Поет надрывно, жалко, тонко:
«Качай чужую колыбель,
Ласкай немилого ребенка...»
Я тоже – здесь."
4985,blok,"С моей судьбой,
Над лирой, гневной, как секира,
Такой приниженный и злой,
Торгуюсь на базарах мира...
Я верю мгле твоих волос
И твоему великолепью.
"
4986,blok,"Мой сирый дух – твой верный пес,
У ног твоих грохочет цепью...
И вот опять, и вот опять,
Встречаясь с этим темным взглядом,
Хочу по имени назвать,
Дышать и жить с тобою рядом...
Мечта!"
4987,blok,"Что жизни сон глухой?
Отрава – вслед иной отраве...
Я изменю тебе, как той,
Не изменяя, не лукавя...
Забавно жить!Забавно знать,
Что под луной ничто не ново!
Что мертвому дано рождать
Бушующее жизнью слово!
И никому заботы нет,
Что людям дам, что ты дала мне,
А люди – на могильном камне
Начертят прозвище: Поэт.
"
4988,blok,"Когда вы стоите на моем пути,
Такая живая, такая красивая,
Но такая измученная,
Говорите всё о печальном,
Думаете о смерти,
Никого не любите
И презираете свою красоту —
Что же?Разве я обижу вас?
О, нет!Ведь я не насильник,
Не обманщик и не гордец,
Хотя много знаю,
Слишком много думаю с детства
И слишком занят собой.
"
4989,blok,"Сколько ни говорите о печальном,
Сколько ни размышляйте о концах и началах,
Всё же, я смею думать,
Что вам только пятнадцать лет.
"
4990,blok,"Она пришла с мороза,
Раскрасневшаяся,
Наполнила комнату
Ароматом воздуха и духов,
Звонким голосом
И совсем неуважительной к занятиям
Болтовней.
Она немедленно уронила на пол
Толстый том художественного журнала,
И сейчас же стало казаться,
Что в моей большой комнате
Очень мало места.
"
4991,blok,"Едва дойдя до пузырей земли,
О которых я не могу говорить без волнения,
Я заметил, что она тоже волнуется
И внимательно смотрит в окно.
"
4992,blok,"Я миновал закат багряный,
Ряды строений миновал,
Вступил в обманы и туманы, —
Огнями мне сверкнул вокзал...
Я сдавлен давкой человечьей,
Едва не оттеснен назад...
И вот – ее глаза и плечи,
И черных перьев водопад...
Проходит в час определенный,
За нею – карлик, шлейф влача...
И я смотрю вослед, влюбленный,
Как пленный раб – на палача...
Она проходит – и не взглянет,
Пренебрежением казня...
И только карлик не устанет
Глядеть с усмешкой на меня.
"
